Year,Month,Median montly series
1969,11,110.6
1969,12,116.9
1970,1,127.8
1970,2,114.6
1970,3,57.6
1970,4,89.1
1970,5,32.0
1970,6,50.1
1970,7,91.6
1970,8,76.6
1970,9,110.6
1970,10,81.2
1970,11,165.8
1970,12,56.1
1971,1,102.1
1971,2,59.2
1971,3,58.5
1971,4,55.6
1971,5,53.7
1971,6,79.1
1971,7,66.3
1971,8,90.2
1971,9,41.9
1971,10,85.6
1971,11,96.7
1971,12,55.3
1972,1,144.7
1972,2,100.5
1972,3,90.9
1972,4,75.6
1972,5,113.2
1972,6,71.7
1972,7,59.4
1972,8,54.7
1972,9,16.9
1972,10,66.4
1972,11,134.8
1972,12,128.5
1973,1,100.7
1973,2,77.4
1973,3,33.9
1973,4,48.1
1973,5,99.5
1973,6,37.4
1973,7,68.2
1973,8,104.9
1973,9,109.8
1973,10,68.2
1973,11,122.3
1973,12,108.4
1974,1,205.1
1974,2,108.1
1974,3,51.9
1974,4,37.4
1974,5,95.7
1974,6,40.5
1974,7,88.5
1974,8,98.1
1974,9,166.2
1974,10,55.1
1974,11,98.8
1974,12,91.6
1975,1,162.5
1975,2,49.3
1975,3,49.4
1975,4,61.3
1975,5,26.4
1975,6,20.6
1975,7,70.5
1975,8,48.1
1975,9,134.2
1975,10,118.4
1975,11,89.9
1975,12,41.0
1976,1,109.3
1976,2,56.2
1976,3,95.5
1976,4,28.9
1976,5,96.7
1976,6,50.2
1976,7,74.7
1976,8,12.0
1976,9,116.9
1976,10,178.8
1976,11,89.5
1976,12,102.0
1977,1,104.6
1977,2,174.0
1977,3,108.4
1977,4,72.6
1977,5,28.5
1977,6,58.3
1977,7,45.0
1977,8,94.8
1977,9,68.5
1977,10,165.8
1977,11,120.4
1977,12,123.0
1978,1,112.6
1978,2,108.5
1978,3,111.6
1978,4,54.4
1978,5,24.2
1978,6,58.5
1978,7,72.5
1978,8,97.6
1978,9,68.3
1978,10,50.1
1978,11,115.1
1978,12,226.4
1979,1,94.9
1979,2,73.9
1979,3,100.4
1979,4,74.2
1979,5,108.9
1979,6,57.8
1979,7,33.1
1979,8,119.0
1979,9,59.9
1979,10,140.3
1979,11,128.9
1979,12,165.3
1980,1,117.0
1980,2,118.9
1980,3,105.1
1980,4,25.0
1980,5,35.3
1980,6,84.1
1980,7,95.4
1980,8,106.6
1980,9,136.6
1980,10,144.7
1980,11,108.2
1980,12,117.5
1981,1,63.0
1981,2,88.9
1981,3,150.5
1981,4,34.4
1981,5,155.3
1981,6,85.2
1981,7,51.9
1981,8,31.5
1981,9,165.7
1981,10,106.2
1981,11,88.6
1981,12,127.4
1982,1,105.0
1982,2,112.1
1982,3,113.2
1982,4,31.7
1982,5,71.9
1982,6,131.4
1982,7,20.3
1982,8,94.3
1982,9,114.0
1982,10,156.6
1982,11,162.7
1982,12,137.6
1983,1,127.0
1983,2,59.4
1983,3,101.3
1983,4,77.6
1983,5,110.0
1983,6,55.6
1983,7,25.5
1983,8,66.8
1983,9,126.1
1983,10,123.0
1983,11,45.0
1983,12,151.7
1984,1,180.2
1984,2,84.9
1984,3,64.7
1984,4,45.5
1984,5,31.9
1984,6,45.1
1984,7,41.9
1984,8,81.7
1984,9,99.4
1984,10,122.3
1984,11,146.1
1984,12,118.1
1985,1,78.6
1985,2,73.7
1985,3,107.0
1985,4,69.0
1985,5,87.4
1985,6,79.7
1985,7,87.0
1985,8,191.5
1985,9,97.5
1985,10,59.9
1985,11,92.2
1985,12,124.1
1986,1,136.2
1986,2,6.5
1986,3,121.1
1986,4,74.1
1986,5,124.0
1986,6,95.4
1986,7,68.1
1986,8,174.7
1986,9,7.5
1986,10,99.9
1986,11,138.4
1986,12,179.3
1987,1,56.0
1987,2,79.7
1987,3,101.6
1987,4,73.6
1987,5,32.2
1987,6,107.6
1987,7,47.5
1987,8,83.7
1987,9,111.0
1987,10,144.5
1987,11,79.1
1987,12,100.7
1988,1,194.6
1988,2,79.9
1988,3,114.7
1988,4,42.2
1988,5,83.0
1988,6,49.4
1988,7,131.1
1988,8,120.5
1988,9,80.2
1988,10,150.3
1988,11,55.5
1988,12,72.8
1989,1,89.2
1989,2,102.2
1989,3,134.3
1989,4,83.6
1989,5,20.9
1989,6,65.4
1989,7,23.8
1989,8,105.8
1989,9,59.9
1989,10,147.0
1989,11,60.0
1989,12,119.1
1990,1,135.3
1990,2,192.5
1990,3,38.2
1990,4,52.0
1990,5,37.3
1990,6,101.6
1990,7,58.4
1990,8,71.5
1990,9,39.7
1990,10,178.6
1990,11,74.8
1990,12,121.0
1991,1,103.4
1991,2,89.0
1991,3,109.3
1991,4,121.3
1991,5,7.7
1991,6,91.9
1991,7,65.2
1991,8,39.7
1991,9,79.0
1991,10,125.3
1991,11,120.7
1991,12,63.2
1992,1,66.7
1992,2,71.6
1992,3,107.9
1992,4,103.1
1992,5,55.8
1992,6,39.4
1992,7,101.0
1992,8,142.3
1992,9,97.8
1992,10,56.3
1992,11,131.6
1992,12,86.8
1993,1,133.2
1993,2,27.7
1993,3,67.1
1993,4,104.3
1993,5,135.0
1993,6,95.7
1993,7,87.8
1993,8,46.1
1993,9,135.0
1993,10,62.5
1993,11,84.8
1993,12,187.1
1994,1,148.3
1994,2,154.0
1994,3,119.6
1994,4,97.9
1994,5,67.9
1994,6,55.4
1994,7,91.9
1994,8,83.3
1994,9,87.3
1994,10,69.7
1994,11,102.3
1994,12,159.0
1995,1,172.6
1995,2,140.1
1995,3,97.9
1995,4,33.0
1995,5,68.3
1995,6,31.7
1995,7,86.3
1995,8,13.0
1995,9,66.5
1995,10,164.1
1995,11,136.2
1995,12,94.1
1996,1,146.3
1996,2,109.6
1996,3,106.2
1996,4,93.9
1996,5,70.1
1996,6,40.8
1996,7,64.5
1996,8,110.8
1996,9,37.9
1996,10,169.3
1996,11,126.5
1996,12,52.0
1997,1,35.2
1997,2,134.6
1997,3,36.4
1997,4,41.5
1997,5,82.5
1997,6,119.1
1997,7,77.0
1997,8,157.2
1997,9,61.6
1997,10,90.1
1997,11,162.4
1997,12,128.8
1998,1,144.4
1998,2,40.4
1998,3,90.9
1998,4,124.0
1998,5,39.7
1998,6,132.4
1998,7,83.7
1998,8,82.7
1998,9,96.0
1998,10,157.4
1998,11,130.3
1998,12,135.6
1999,1,135.5
1999,2,61.6
1999,3,59.7
1999,4,92.1
1999,5,60.5
1999,6,56.2
1999,7,44.1
1999,8,109.5
1999,9,173.6
1999,10,65.1
1999,11,102.6
1999,12,192.8
2000,1,66.3
2000,2,111.7
2000,3,35.7
2000,4,79.9
2000,5,66.7
2000,6,55.3
2000,7,58.5
2000,8,81.8
2000,9,120.8
2000,10,180.0
2000,11,180.4
2000,12,158.6
2001,1,73.6
2001,2,80.5
2001,3,89.2
2001,4,83.0
2001,5,40.2
2001,6,60.8
2001,7,74.8
2001,8,106.0
2001,9,66.2
2001,10,130.6
2001,11,59.5
2001,12,60.3
2002,1,151.6
2002,2,160.2
2002,3,63.3
2002,4,102.1
2002,5,139.5
2002,6,105.7
2002,7,70.4
2002,8,61.9
2002,9,39.3
2002,10,199.1
2002,11,187.3
2002,12,112.9
2003,1,81.8
2003,2,65.2
2003,3,56.6
2003,4,79.3
2003,5,112.0
2003,6,95.8
2003,7,93.5
2003,8,17.2
2003,9,57.2
2003,10,61.8
2003,11,125.1
2003,12,89.3
2004,1,123.4
2004,2,52.3
2004,3,85.9
2004,4,67.4
2004,5,47.5
2004,6,82.4
2004,7,59.3
2004,8,122.8
2004,9,101.9
2004,10,166.7
2004,11,54.2
2004,12,89.5
2005,1,128.1
2005,2,51.4
2005,3,73.6
2005,4,105.1
2005,5,86.3
2005,6,51.9
2005,7,73.9
2005,8,65.0
2005,9,86.6
2005,10,146.1
2005,11,99.1
2005,12,82.7
2006,1,57.6
2006,2,54.6
2006,3,120.3
2006,4,47.3
2006,5,126.2
2006,6,29.8
2006,7,53.9
2006,8,70.8
2006,9,162.6
2006,10,145.6
2006,11,142.3
2006,12,170.5
2007,1,107.9
2007,2,107.8
2007,3,80.3
2007,4,26.9
2007,5,65.9
2007,6,141.3
2007,7,133.0
2007,8,100.4
2007,9,52.8
2007,10,52.2
2007,11,75.0
2007,12,123.1
2008,1,174.3
2008,2,58.0
2008,3,113.5
2008,4,45.1
2008,5,42.3
2008,6,101.9
2008,7,123.8
2008,8,175.9
2008,9,108.2
2008,10,152.4
2008,11,80.4
2008,12,73.7
2009,1,152.9
2009,2,36.5
2009,3,48.7
2009,4,120.9
2009,5,90.7
2009,6,73.2
2009,7,174.7
2009,8,148.4
2009,9,49.4
2009,10,129.9
2009,11,244.9
2009,12,105.4
2010,1,93.4
2010,2,52.6
2010,3,85.6
2010,4,56.7
2010,5,47.0
2010,6,53.8
2010,7,140.8
2010,8,43.7
2010,9,136.1
2010,10,80.0
2010,11,135.7
2010,12,62.3
2011,1,78.3
2011,2,120.9
2011,3,40.7
2011,4,41.0
2011,5,96.4
2011,6,95.8
2011,7,57.4
2011,8,64.4
2011,9,113.6
2011,10,154.0
2011,11,141.4
2011,12,122.6
2012,1,99.9
2012,2,49.1
2012,3,28.6
2012,4,79.5
2012,5,55.5
2012,6,197.1
2012,7,111.8
2012,8,143.9
2012,9,64.9
2012,10,107.5
2012,11,120.3
2012,12,125.6
2013,1,142.2
2013,2,61.1
2013,3,78.7
2013,4,79.2
2013,5,81.5
2013,6,75.6
2013,7,65.5
2013,8,65.3
2013,9,55.0
2013,10,165.0
2013,11,73.6
2013,12,173.8
2014,1,173.9
2014,2,199.3
2014,3,89.8
2014,4,60.4
2014,5,85.8
2014,6,55.8
2014,7,54.1
2014,8,123.3
2014,9,18.7
2014,10,140.3
2014,11,166.9
2014,12,94.4
2015,1,125.5
2015,2,68.0
2015,3,95.0
2015,4,49.7
2015,5,133.8
2015,6,47.2
2015,7,113.1
2015,8,105.3
2015,9,65.7
2015,10,71.2
2015,11,170.2
2015,12,301.3
2016,1,172.5
2016,2,130.9
2016,3,67.8
2016,4,80.5
2016,5,64.2
2016,6,90.2
2016,7,65.5
2016,8,79.1
2016,9,108.1
2016,10,51.8
2016,11,58.0
2016,12,92.1
